InputVar,SetName,CrispInput,LowerMu,UpperMu
wind,NWN,7.9,0,0
wind,SNW,7.9,0,0
wind,SPW,7.9,0.8,0.8
wind,WNW,7.9,0,0
wind,WPW,7.9,0,0.0285714
wind,NWN,8,0,0
wind,SNW,8,0,0
wind,SPW,8,0.833333,0.833333
wind,WNW,8,0,0
wind,WPW,8,0,1.06581e-14
wind,NWN,8.1,0,0
wind,SNW,8.1,0,0
wind,SPW,8.1,0.866667,0.866667
wind,WNW,8.1,0,0
wind,WPW,8.1,0,0
wind,NWN,8.2,0,0
wind,SNW,8.2,0,0
wind,SPW,8.2,0.9,0.9
wind,WNW,8.2,0,0
wind,WPW,8.2,0,0
wind,NWN,8.3,0,0
wind,SNW,8.3,0,0
wind,SPW,8.3,0.85,0.933333
wind,WNW,8.3,0,0
wind,WPW,8.3,0,0
wind,NWN,8.4,0,0
wind,SNW,8.4,0,0
wind,SPW,8.4,0.8,0.966667
wind,WNW,8.4,0,0
wind,WPW,8.4,0,0
wind,NWN,8.5,0,0
wind,SNW,8.5,0,0
wind,SPW,8.5,0.75,1
wind,WNW,8.5,0,0
wind,WPW,8.5,0,0
wind,NWN,8.6,0,0
wind,SNW,8.6,0,0
wind,SPW,8.6,0.7,0.96
wind,WNW,8.6,0,0
wind,WPW,8.6,0,0
wind,NWN,8.7,0,0
wind,SNW,8.7,0,0
wind,SPW,8.7,0.65,0.92
wind,WNW,8.7,0,0
wind,WPW,8.7,0,0
wind,NWN,8.8,0,0
wind,SNW,8.8,0,0
wind,SPW,8.8,0.6,0.88
wind,WNW,8.8,0,0
wind,WPW,8.8,0,0
wind,NWN,8.9,0,0
wind,SNW,8.9,0,0
wind,SPW,8.9,0.55,0.84
wind,WNW,8.9,0,0
wind,WPW,8.9,0,0
wind,NWN,9,0,0
wind,SNW,9,0,0
wind,SPW,9,0.5,0.8
wind,WNW,9,0,0
wind,WPW,9,0,0
wind,NWN,9.1,0,0
wind,SNW,9.1,0,0
wind,SPW,9.1,0.45,0.76
wind,WNW,9.1,0,0
wind,WPW,9.1,0,0
wind,NWN,9.2,0,0
wind,SNW,9.2,0,0
wind,SPW,9.2,0.4,0.72
wind,WNW,9.2,0,0
wind,WPW,9.2,0,0
wind,NWN,9.3,0,0
wind,SNW,9.3,0,0
wind,SPW,9.3,0.35,0.68
wind,WNW,9.3,0,0
wind,WPW,9.3,0,0
wind,NWN,9.4,0,0
wind,SNW,9.4,0,0
wind,SPW,9.4,0.3,0.64
wind,WNW,9.4,0,0
wind,WPW,9.4,0,0
wind,NWN,9.5,0,0
wind,SNW,9.5,0,0
wind,SPW,9.5,0.25,0.6
wind,WNW,9.5,0,0
wind,WPW,9.5,0,0
wind,NWN,9.6,0,0
wind,SNW,9.6,0,0
wind,SPW,9.6,0.2,0.56
wind,WNW,9.6,0,0
wind,WPW,9.6,0,0
wind,NWN,9.7,0,0
wind,SNW,9.7,0,0
wind,SPW,9.7,0.15,0.52
wind,WNW,9.7,0,0
wind,WPW,9.7,0,0
wind,NWN,9.8,0,0
wind,SNW,9.8,0,0
wind,SPW,9.8,0.1,0.48
wind,WNW,9.8,0,0
wind,WPW,9.8,0,0
wind,NWN,9.9,0,0
wind,SNW,9.9,0,0
wind,SPW,9.9,0.05,0.44
wind,WNW,9.9,0,0
wind,WPW,9.9,0,0
wind,NWN,10,0,0
wind,SNW,10,0,0
wind,SPW,10,2.22045e-14,0.4
wind,WNW,10,0,0
wind,WPW,10,0,0
wind,NWN,10.1,0,0
wind,SNW,10.1,0,0
wind,SPW,10.1,0,0.36
wind,WNW,10.1,0,0
wind,WPW,10.1,0,0
wind,NWN,10.2,0,0
wind,SNW,10.2,0,0
wind,SPW,10.2,0,0.32
wind,WNW,10.2,0,0
wind,WPW,10.2,0,0
wind,NWN,10.3,0,0
wind,SNW,10.3,0,0
wind,SPW,10.3,0,0.28
wind,WNW,10.3,0,0
wind,WPW,10.3,0,0
wind,NWN,10.4,0,0
wind,SNW,10.4,0,0
wind,SPW,10.4,0,0.24
wind,WNW,10.4,0,0
wind,WPW,10.4,0,0
wind,NWN,10.5,0,0
wind,SNW,10.5,0,0
wind,SPW,10.5,0,0.2
wind,WNW,10.5,0,0
wind,WPW,10.5,0,0
wind,NWN,10.6,0,0
wind,SNW,10.6,0,0
wind,SPW,10.6,0,0.16
wind,WNW,10.6,0,0
wind,WPW,10.6,0,0
wind,NWN,10.7,0,0
wind,SNW,10.7,0,0
wind,SPW,10.7,0,0.12
wind,WNW,10.7,0,0
wind,WPW,10.7,0,0
wind,NWN,10.8,0,0
wind,SNW,10.8,0,0
wind,SPW,10.8,0,0.08
wind,WNW,10.8,0,0
wind,WPW,10.8,0,0
wind,NWN,10.9,0,0
wind,SNW,10.9,0,0
wind,SPW,10.9,0,0.04
wind,WNW,10.9,0,0
wind,WPW,10.9,0,0
wind,NWN,11,0,0
wind,SNW,11,0,0
wind,SPW,11,0,1.91847e-14
wind,WNW,11,0,0
wind,WPW,11,0,0
wind,NWN,11.1,0,0
wind,SNW,11.1,0,0
wind,SPW,11.1,0,0
wind,WNW,11.1,0,0
wind,WPW,11.1,0,0
wind,NWN,11.2,0,0
wind,SNW,11.2,0,0
wind,SPW,11.2,0,0
wind,WNW,11.2,0,0
wind,WPW,11.2,0,0
wind,NWN,11.3,0,0
wind,SNW,11.3,0,0
wind,SPW,11.3,0,0
wind,WNW,11.3,0,0
wind,WPW,11.3,0,0
wind,NWN,11.4,0,0
wind,SNW,11.4,0,0
wind,SPW,11.4,0,0
wind,WNW,11.4,0,0
wind,WPW,11.4,0,0
wind,NWN,11.5,0,0
wind,SNW,11.5,0,0
wind,SPW,11.5,0,0
wind,WNW,11.5,0,0
wind,WPW,11.5,0,0
wind,NWN,11.6,0,0
wind,SNW,11.6,0,0
wind,SPW,11.6,0,0
wind,WNW,11.6,0,0
wind,WPW,11.6,0,0
wind,NWN,11.7,0,0
wind,SNW,11.7,0,0
wind,SPW,11.7,0,0
wind,WNW,11.7,0,0
wind,WPW,11.7,0,0
wind,NWN,11.8,0,0
wind,SNW,11.8,0,0
wind,SPW,11.8,0,0
wind,WNW,11.8,0,0
wind,WPW,11.8,0,0
wind,NWN,11.9,0,0
wind,SNW,11.9,0,0
wind,SPW,11.9,0,0
wind,WNW,11.9,0,0
wind,WPW,11.9,0,0
wind,NWN,12,0,0
wind,SNW,12,0,0
wind,SPW,12,0,0
wind,WNW,12,0,0
wind,WPW,12,0,0
